,epoch,preds,mode
180,1,-1.7693498,valid
181,1,-1.8853493,valid
182,1,-2.9707997,valid
183,1,-1.6317286,valid
184,1,1.3565228,valid
185,1,-1.9099983,valid
186,1,-2.7992225,valid
187,1,-3.130099,valid
188,1,-1.3893654,valid
189,1,-4.592748,valid
190,1,-1.6403718,valid
191,1,-1.9852483,valid
192,1,-5.9440618,valid
193,1,-3.1521428,valid
194,1,-3.3506951,valid
195,1,0.8957576,valid
196,1,-2.1837864,valid
197,1,-0.39894214,valid
198,1,-1.9056315,valid
199,1,-1.6027405,valid
200,1,-1.5049582,valid
201,1,-2.1541107,valid
202,1,-2.8376665,valid
203,1,1.3734678,valid
204,1,-5.5522265,valid
205,1,-1.5149393,valid
206,1,-2.94156,valid
207,1,-2.049924,valid
208,1,-3.609409,valid
209,1,-1.8342187,valid
210,1,-1.835508,valid
211,1,-2.4605782,valid
212,1,-4.6080365,valid
213,1,-3.2788804,valid
214,1,-4.3935847,valid
215,1,0.18981482,valid
216,1,-2.661741,valid
217,1,-1.3747408,valid
218,1,-2.644003,valid
219,1,1.2907689,valid
220,1,-4.875118,valid
221,1,-3.2105765,valid
222,1,-0.66368234,valid
223,1,-5.6641426,valid
224,1,-1.8034716,valid
225,1,-2.7756622,valid
226,1,-3.6766934,valid
227,1,-1.3770252,valid
228,1,-2.4316661,valid
229,1,-1.1007317,valid
230,1,-1.9442742,valid
231,1,-2.6062195,valid
232,1,-1.3045101,valid
233,1,-0.09500222,valid
234,1,-4.165301,valid
235,1,-3.4668705,valid
236,1,-1.7184575,valid
237,1,-0.049300287,valid
238,1,-2.1213734,valid
239,1,-4.0032263,valid
240,1,-4.182914,valid
241,1,-0.72566545,valid
242,1,-1.6887544,valid
243,1,-2.3109653,valid
244,1,-0.74481463,valid
245,1,-1.4281118,valid
246,1,-2.4358828,valid
247,1,-3.7813582,valid
248,1,-3.210738,valid
249,1,-1.680331,valid
250,1,-6.071306,valid
251,1,-1.3604236,valid
252,1,-0.27375543,valid
253,1,0.0242949,valid
254,1,-3.39662,valid
255,1,-0.9663858,valid
256,1,-2.7688859,valid
257,1,-3.8097394,valid
258,1,-2.7744179,valid
259,1,-2.2467906,valid
260,1,-2.1362514,valid
261,1,-1.5623753,valid
262,1,-0.5592724,valid
263,1,-2.6745698,valid
264,1,-2.3146198,valid
265,1,1.8976499,valid
266,1,-2.41645,valid
267,1,0.24368884,valid
268,1,-3.2749968,valid
269,1,-3.2860134,valid
270,1,-2.7470603,valid
271,1,-3.2309175,valid
272,1,0.66859466,valid
273,1,-0.94714767,valid
274,1,-2.2501032,valid
275,1,-3.7247949,valid
276,1,-2.0194097,valid
277,1,-1.4231678,valid
278,1,-3.359897,valid
279,1,-3.1694055,valid
280,1,-3.369662,valid
281,1,0.16453125,valid
282,1,-1.549614,valid
283,1,-5.243791,valid
284,1,-1.0733869,valid
285,1,0.5747668,valid
286,1,-3.4091005,valid
287,1,-1.6434791,valid
288,1,-3.0992649,valid
289,1,-0.77577865,valid
290,1,-4.6880746,valid
291,1,-2.643616,valid
292,1,-2.1285558,valid
293,1,2.4366558,valid
294,1,-3.5756204,valid
295,1,-3.3504477,valid
296,1,-3.1129675,valid
297,1,-3.9155583,valid
298,1,0.4081575,valid
299,1,-2.9796016,valid
300,1,-3.6086912,valid
301,1,-2.7723517,valid
302,1,-0.543979,valid
303,1,-2.913081,valid
304,1,-0.30071425,valid
305,1,-1.7199969,valid
306,1,-2.4425213,valid
307,1,-2.1465154,valid
308,1,-4.403841,valid
309,1,-6.27224,valid
310,1,-1.8861079,valid
311,1,-2.0347097,valid
312,1,-3.8349602,valid
313,1,-2.7247314,valid
314,1,-2.596596,valid
315,1,-4.8367853,valid
316,1,-3.3137343,valid
317,1,-4.7152433,valid
318,1,-0.9740509,valid
319,1,-4.1718655,valid
320,1,-1.4640288,valid
321,1,-7.0136714,valid
322,1,-2.5356982,valid
323,1,-5.3312163,valid
324,1,-0.30591205,valid
325,1,-0.4837312,valid
326,1,-5.368714,valid
327,1,-1.3344036,valid
328,1,-2.1954942,valid
329,1,-4.633221,valid
330,1,-3.3039227,valid
331,1,-2.8956568,valid
332,1,-2.7756622,valid
333,1,-0.8796878,valid
334,1,-2.475059,valid
335,1,0.22755362,valid
336,1,-3.972838,valid
337,1,-2.4892483,valid
338,1,-0.68392456,valid
339,1,-1.9846394,valid
340,1,-0.6043173,valid
341,1,-2.3034878,valid
342,1,-2.9319854,valid
343,1,-6.3096094,valid
344,1,-3.5824406,valid
345,1,-1.5921935,valid
346,1,-4.62397,valid
347,1,-2.1816204,valid
348,1,-1.7277781,valid
349,1,-3.3115013,valid
350,1,-1.3354741,valid
351,1,-3.5972826,valid
352,1,-4.9848933,valid
353,1,-2.2016613,valid
354,1,-2.33661,valid
355,1,-1.2939391,valid
356,1,0.43362698,valid
357,1,-1.4815003,valid
358,1,-3.090733,valid
359,1,-0.83108604,valid
360,1,-0.75641507,valid
361,1,-2.40525,valid
362,1,-0.1320976,valid
363,1,-2.7756622,valid
364,1,-1.5477955,valid
365,1,-0.4301474,valid
366,1,0.13167776,valid
367,1,0.7322084,valid
368,1,-1.1644065,valid
369,1,-6.555542,valid
370,1,-0.8823382,valid
371,1,-1.8866963,valid
372,1,-3.2745929,valid
373,1,-7.335339,valid
374,1,-7.191227,valid
375,1,-1.1921449,valid
376,1,-2.9713724,valid
377,1,-3.956648,valid
378,1,-2.199737,valid
379,1,0.15284385,valid
380,1,-2.2164867,valid
381,1,-4.2790895,valid
382,1,-0.79642236,valid
383,1,-2.7751515,valid
384,1,-1.8336282,valid
385,1,-5.0761986,valid
386,1,-3.0222657,valid
387,1,-6.3366733,valid
388,1,-2.6642463,valid
389,1,-5.7318363,valid
390,1,-2.1008167,valid
391,1,-2.4084752,valid
392,1,-1.7024702,valid
393,1,-2.0684521,valid
394,1,-0.13028538,valid
395,1,-3.5324779,valid
396,1,-1.071389,valid
397,1,-1.7306206,valid
398,1,-1.6338133,valid
399,1,-5.974154,valid
400,1,-2.7951298,valid
401,1,-2.380805,valid
402,1,-1.4384695,valid
403,1,-1.4642541,valid
404,1,-2.8152683,valid
405,1,0.36776322,valid
406,1,-3.8117921,valid
407,1,-3.947996,valid
408,1,-2.7610075,valid
409,1,-1.0539823,valid
410,1,-0.19913988,valid
411,1,-0.06378713,valid
412,1,-1.2441332,valid
413,1,-1.1042594,valid
414,1,-0.78994733,valid
415,1,-2.1713302,valid
416,1,-1.4423552,valid
417,1,-1.8434659,valid
418,1,-0.13843137,valid
419,1,-3.0365975,valid
420,1,-2.7756622,valid
421,1,-1.048839,valid
422,1,0.023204219,valid
423,1,-1.3677244,valid
424,1,-4.0406685,valid
425,1,-3.117714,valid
426,1,-0.953741,valid
427,1,-2.2969267,valid
428,1,-1.9533817,valid
429,1,-1.9374285,valid
430,1,-0.28095347,valid
431,1,-1.4279449,valid
432,1,-2.3177364,valid
433,1,-2.7139513,valid
434,1,-5.559367,valid
435,1,-2.3816626,valid
436,1,-2.0909016,valid
437,1,-2.845319,valid
438,1,-2.7756622,valid
439,1,-3.33057,valid
440,1,-5.8058147,valid
441,1,-2.1056416,valid
442,1,-2.34056,valid
443,1,0.019136157,valid
444,1,-0.36474678,valid
445,1,-3.778886,valid
446,1,0.81232256,valid
447,1,-6.791488,valid
448,1,-2.9886825,valid
449,1,-1.6309309,valid
450,1,-1.8162123,valid
451,1,-3.4355137,valid
452,1,-2.8516977,valid
453,1,0.06850016,valid
454,1,-2.456533,valid
455,1,2.3955243,valid
456,1,-1.1564978,valid
457,1,-2.8155882,valid
458,1,-1.7536637,valid
459,1,-3.769904,valid
460,1,-0.56303227,valid
461,1,-2.8978832,valid
462,1,-2.3685672,valid
463,1,-1.3956597,valid
464,1,-2.6823583,valid
465,1,-2.0092573,valid
466,1,-0.7910025,valid
467,1,-0.47884384,valid
468,1,-3.3187406,valid
469,1,-2.388652,valid
470,1,-2.8139868,valid
471,1,-4.714799,valid
472,1,-1.4179885,valid
473,1,-0.87368643,valid
474,1,-2.8946595,valid
475,1,-4.552981,valid
476,1,-2.884794,valid
477,1,-5.544134,valid
478,1,-2.575389,valid
479,1,-2.0471048,valid
480,1,-1.2733514,valid
481,1,-1.5432901,valid
482,1,-2.3596072,valid
483,1,-2.5799978,valid
484,1,-2.8429618,valid
485,1,-1.1955947,valid
486,1,-2.3575203,valid
487,1,-3.9009423,valid
488,1,-1.671988,valid
489,1,-1.945399,valid
490,1,-1.9518583,valid
491,1,-2.4129748,valid
492,1,-3.5621603,valid
493,1,-3.0881653,valid
494,1,-2.9015393,valid
495,1,-1.4623871,valid
496,1,-2.848098,valid
497,1,-2.7754204,valid
498,1,-4.0332446,valid
499,1,-0.06181417,valid
500,1,-2.6683464,valid
501,1,-2.206495,valid
502,1,-1.6036334,valid
503,1,-0.9881326,valid
504,1,-2.9346328,valid
505,1,-1.0273172,valid
506,1,0.6868758,valid
507,1,-0.34238458,valid
508,1,-4.483871,valid
509,1,-3.4374506,valid
510,1,-3.2206676,valid
511,1,-2.2877808,valid
512,1,-2.576149,valid
513,1,-0.47705096,valid
514,1,-4.120397,valid
515,1,-3.075256,valid
516,1,-3.7395759,valid
517,1,-3.451959,valid
518,1,0.23097725,valid
519,1,-0.92923677,valid
520,1,-1.7572873,valid
521,1,-2.3026588,valid
522,1,-5.564592,valid
523,1,-2.7929025,valid
524,1,-2.7953334,valid
525,1,-4.3274975,valid
526,1,-2.3464372,valid
527,1,-1.7702079,valid
528,1,-1.5134902,valid
529,1,-2.5995462,valid
530,1,-1.1251904,valid
531,1,-0.2657858,valid
532,1,-4.1851687,valid
533,1,-1.3483982,valid
534,1,-4.49534,valid
535,1,-1.6781639,valid
536,1,-0.42377764,valid
537,1,-2.5558317,valid
538,1,-1.9457147,valid
539,1,-1.9917161,valid
540,1,-5.0150104,valid
541,1,-2.1417453,valid
542,1,-2.9754791,valid
543,1,-0.7452262,valid
544,1,-2.4135892,valid
545,1,1.7073363,valid
546,1,-0.97143894,valid
547,1,-3.1974998,valid
548,1,-4.4124765,valid
549,1,-3.557495,valid
550,1,-1.7059981,valid
551,1,-4.6067758,valid
552,1,-1.3531148,valid
553,1,-1.4783651,valid
554,1,-0.9354707,valid
555,1,-1.5233188,valid
556,1,-1.7070156,valid
557,1,0.46297544,valid
558,1,-3.5290532,valid
559,1,-2.164333,valid
560,1,-3.7960732,valid
561,1,-2.091442,valid
562,1,0.6904421,valid
563,1,-5.79512,valid
564,1,-1.1952018,valid
565,1,-3.080157,valid
566,1,-1.052562,valid
567,1,-2.9092548,valid
568,1,-1.6755475,valid
569,1,2.9215581,valid
570,1,0.38972035,valid
571,1,-0.04094324,valid
572,1,-1.6017845,valid
573,1,0.67856455,valid
574,1,-4.4133334,valid
575,1,-1.5375144,valid
576,1,-3.802487,valid
577,1,-1.1852663,valid
578,1,-0.001827497,valid
579,1,-2.6712205,valid
580,1,-1.1228275,valid
581,1,-0.9142181,valid
582,1,0.76999605,valid
583,1,-1.6990131,valid
584,1,-2.0544326,valid
585,1,-2.718217,valid
586,1,-2.2782311,valid
587,1,-5.1023936,valid
588,1,-2.7011468,valid
589,1,-4.82926,valid
590,1,-2.2228453,valid
591,1,-2.2126925,valid
592,1,-2.6161895,valid
593,1,0.18887623,valid
594,1,-2.5985272,valid
595,1,-2.3693566,valid
596,1,0.8538867,valid
597,1,-1.9453769,valid
598,1,-2.1612148,valid
599,1,-1.154586,valid
600,1,-1.1631913,valid
601,1,-3.0053945,valid
602,1,0.7826682,valid
603,1,1.7107391,valid
604,1,-3.1811047,valid
605,1,-4.7409945,valid
606,1,-1.0951632,valid
607,1,-6.7832127,valid
608,1,-3.34479,valid
609,1,-1.5205611,valid
610,1,-2.1914208,valid
611,1,-3.0030415,valid
612,1,-2.1386344,valid
613,1,-3.5066404,valid
614,1,-2.625456,valid
615,1,-1.6196322,valid
616,1,-3.378232,valid
617,1,-3.751958,valid
618,1,-1.4118407,valid
619,1,-5.7485967,valid
620,1,-5.198897,valid
621,1,-3.3681734,valid
622,1,-2.7002578,valid
623,1,-1.5327108,valid
624,1,-1.9049115,valid
625,1,0.14758249,valid
626,1,-2.2597537,valid
627,1,-2.2503445,valid
628,1,-2.1195788,valid
629,1,-1.2737567,valid
630,1,-2.2169302,valid
631,1,-2.2636836,valid
632,1,-1.6011744,valid
633,1,-3.13676,valid
634,1,-1.4273415,valid
635,1,-1.7705479,valid
636,1,0.6671891,valid
637,1,-0.68303156,valid
638,1,-1.7226849,valid
639,1,-0.9513037,valid
640,1,-0.806013,valid
641,1,-2.4066527,valid
642,1,-0.515163,valid
643,1,-1.3468852,valid
644,1,-1.3770254,valid
645,1,-3.4109757,valid
646,1,-2.1541913,valid
647,1,-3.2827652,valid
648,1,-2.3087463,valid
649,1,-0.24180065,valid
650,1,-1.5385948,valid
651,1,-4.2821355,valid
652,1,-3.6723645,valid
653,1,-3.7338843,valid
654,1,-4.055534,valid
655,1,-2.5555856,valid
656,1,-1.4777482,valid
657,1,-0.7593767,valid
658,1,-2.3419235,valid
659,1,-3.0285223,valid
660,1,-2.2437572,valid
661,1,-4.2649775,valid
662,1,-2.9931374,valid
663,1,-4.127629,valid
664,1,-2.880537,valid
665,1,-2.3590848,valid
666,1,-1.3075095,valid
667,1,-2.4245346,valid
668,1,-1.8077897,valid
669,1,-5.635847,valid
670,1,-4.489308,valid
671,1,-6.147026,valid
672,1,-1.3230351,valid
673,1,-1.8907715,valid
674,1,-1.6251554,valid
675,1,-0.30549297,valid
676,1,-3.082817,valid
677,1,-6.1741385,valid
678,1,0.2989996,valid
679,1,-0.52379006,valid
680,1,-2.9611092,valid
681,1,-2.189909,valid
682,1,-5.379408,valid
683,1,-1.4209255,valid
684,1,0.2500431,valid
685,1,-2.7816317,valid
686,1,-0.6316658,valid
687,1,-3.3221352,valid
688,1,-6.090967,valid
689,1,-1.3171271,valid
690,1,-1.7126521,valid
691,1,-2.3274248,valid
692,1,-1.5525758,valid
693,1,-4.7086143,valid
694,1,-3.986097,valid
695,1,-4.4123955,valid
696,1,-0.74535054,valid
697,1,-2.7585557,valid
698,1,-2.8863983,valid
699,1,-1.2457252,valid
700,1,-3.0024364,valid
701,1,-2.8716044,valid
702,1,-0.89728016,valid
703,1,-2.725213,valid
704,1,0.032728832,valid
705,1,-6.108423,valid
706,1,-0.060433585,valid
707,1,-2.0241876,valid
708,1,-1.7101041,valid
709,1,-2.1687596,valid
710,1,-1.5760665,valid
711,1,-3.685825,valid
712,1,-3.3474197,valid
713,1,-1.2903347,valid
714,1,-0.9145545,valid
715,1,-0.7463067,valid
716,1,-2.614188,valid
717,1,0.4010827,valid
718,1,-5.5589757,valid
719,1,-3.3297906,valid
720,1,-7.336507,valid
721,1,-3.574178,valid
722,1,-1.419558,valid
723,1,-2.575469,valid
724,1,-2.5010884,valid
725,1,-2.7693298,valid
726,1,-0.12683171,valid
727,1,-1.5858412,valid
728,1,-5.8793697,valid
729,1,-2.170353,valid
730,1,-0.19501932,valid
731,1,-1.6755475,valid
732,1,-0.38461834,valid
733,1,-3.6841216,valid
734,1,-1.6551208,valid
735,1,-1.2716806,valid
736,1,-2.217549,valid
737,1,-2.5298755,valid
738,1,-2.3211453,valid
739,1,-3.2361367,valid
740,1,-2.8318884,valid
741,1,-1.7795467,valid
742,1,-3.6871102,valid
743,1,-2.8689852,valid
744,1,-4.10992,valid
745,1,-3.4213948,valid
746,1,0.10585046,valid
747,1,-3.4405982,valid
748,1,1.1011941,valid
749,1,-1.650862,valid
750,1,-3.7687566,valid
751,1,-4.358364,valid
752,1,-3.9731882,valid
753,1,-0.8774472,valid
754,1,-6.047782,valid
755,1,-4.278675,valid
756,1,-2.0403173,valid
757,1,-1.4646626,valid
758,1,-2.690459,valid
759,1,-0.7836652,valid
760,1,0.24947931,valid
761,1,-5.8786683,valid
762,1,-3.2994473,valid
763,1,-3.0882027,valid
764,1,-2.0451925,valid
765,1,-2.1469684,valid
766,1,-3.2884588,valid
767,1,0.696482,valid
768,1,-2.059098,valid
769,1,-2.976833,valid
770,1,-0.50965077,valid
771,1,-2.1575673,valid
772,1,-0.2047111,valid
773,1,-3.6806402,valid
774,1,-2.9364705,valid
775,1,-0.9746232,valid
776,1,-3.1991193,valid
777,1,-3.399111,valid
778,1,-2.037917,valid
779,1,-2.8667583,valid
780,1,-0.6984834,valid
781,1,-0.32576218,valid
782,1,0.4869768,valid
783,1,-0.6424122,valid
784,1,-1.1370395,valid
785,1,-2.3493009,valid
786,1,-2.887202,valid
787,1,-4.8331437,valid
788,1,-4.7452836,valid
789,1,-1.5099292,valid
790,1,-3.6493115,valid
791,1,-3.1522608,valid
792,1,-1.1247525,valid
793,1,-2.695819,valid
794,1,-2.7632034,valid
795,1,-3.2459161,valid
796,1,-2.6780314,valid
797,1,-4.347795,valid
798,1,0.9711458,valid
799,1,1.8811042,valid
800,1,-2.9905398,valid
801,1,-3.3272817,valid
802,1,-3.5471456,valid
803,1,-2.1920397,valid
804,1,-1.450489,valid
805,1,-2.2008355,valid
806,1,-3.1029465,valid
807,1,-1.4974126,valid
808,1,-2.536645,valid
809,1,-1.7332661,valid
810,1,-1.4676027,valid
811,1,-1.6107846,valid
812,1,-1.902786,valid
813,1,-2.8361223,valid
814,1,-2.3639858,valid
815,1,-2.6500337,valid
816,1,-3.3897886,valid
817,1,-3.0345154,valid
818,1,-1.4879553,valid
819,1,-1.1306493,valid
820,1,-3.8051288,valid
821,1,-2.850886,valid
822,1,-2.6055198,valid
823,1,-6.3926864,valid
824,1,-5.52115,valid
825,1,-1.1354797,valid
826,1,0.6766583,valid
827,1,-1.9640485,valid
828,1,-1.818858,valid
829,1,-3.078298,valid
830,1,-0.33778796,valid
831,1,-2.8595514,valid
832,1,-3.9337416,valid
833,1,-3.477031,valid
834,1,-4.4464583,valid
835,1,-1.4663697,valid
836,1,-2.2782454,valid
837,1,-1.0073955,valid
838,1,-2.6479366,valid
839,1,-1.0331291,valid
840,1,-1.3528419,valid
841,1,-3.1818879,valid
842,1,-1.7434785,valid
843,1,-3.251406,valid
844,1,-3.6456182,valid
845,1,-1.799549,valid
846,1,-1.3833776,valid
847,1,-3.3407118,valid
848,1,-3.7261734,valid
849,1,-2.6720362,valid
850,1,-5.4999022,valid
851,1,-4.1494746,valid
852,1,-1.9330704,valid
853,1,-1.0708288,valid
854,1,-4.5025015,valid
855,1,-3.2528791,valid
856,1,1.1566856,valid
857,1,-2.0554235,valid
858,1,-0.08426289,valid
859,1,-1.8083307,valid
860,1,-1.4823158,valid
861,1,-3.5767574,valid
862,1,-3.2564805,valid
863,1,-1.8417089,valid
864,1,2.9757354,valid
865,1,-3.207983,valid
866,1,-1.2592797,valid
867,1,-2.5614116,valid
868,1,-3.1042964,valid
869,1,-1.4494967,valid
870,1,-0.2410924,valid
871,1,-3.320286,valid
872,1,-4.3994102,valid
873,1,-4.3547015,valid
874,1,-1.6254275,valid
875,1,-4.980428,valid
876,1,-2.9484775,valid
877,1,-1.6036334,valid
878,1,-1.828788,valid
879,1,-2.6207805,valid
880,1,-7.0502634,valid
881,1,-4.249564,valid
882,1,-2.7916045,valid
883,1,-1.3551273,valid
884,1,-1.7498391,valid
885,1,-2.5366447,valid
886,1,-3.2659686,valid
887,1,-0.4650208,valid
888,1,2.1085484,valid
889,1,-3.0373442,valid
890,1,-4.869767,valid
891,1,-4.2702346,valid
892,1,-2.8522646,valid
893,1,-6.542864,valid
894,1,-4.1525455,valid
895,1,-0.45089158,valid
896,1,-3.4966767,valid
897,1,-2.75265,valid
898,1,-6.542864,valid
899,1,-1.4805651,valid
900,1,-0.8684187,valid
901,1,-3.5167391,valid
902,1,-4.9212694,valid
903,1,-0.26403114,valid
904,1,-2.3226595,valid
905,1,-2.3758638,valid
906,1,-2.8254857,valid
907,1,-1.0005713,valid
908,1,-4.237552,valid
909,1,-4.48266,valid
910,1,-1.9192005,valid
911,1,-3.1270897,valid
912,1,-3.9368954,valid
913,1,-2.603867,valid
914,1,-2.866758,valid
915,1,-0.33626026,valid
916,1,-4.4028573,valid
917,1,-3.380255,valid
918,1,0.4997652,valid
919,1,0.7764877,valid
920,1,-0.49216008,valid
921,1,-1.61269,valid
922,1,-6.474446,valid
923,1,-1.3853135,valid
924,1,-6.868091,valid
925,1,0.05193213,valid
926,1,-2.4551518,valid
927,1,-0.89807266,valid
928,1,-2.7756622,valid
929,1,-0.9537216,valid
930,1,-2.5085087,valid
931,1,-3.267148,valid
932,1,-0.76501656,valid
933,1,-1.9563384,valid
934,1,-0.56223327,valid
935,1,-1.1269035,valid
936,1,-2.6881006,valid
937,1,-1.1781225,valid
938,1,-2.576198,valid
939,1,-5.8916435,valid
940,1,-6.754144,valid
941,1,-1.1260295,valid
942,1,-1.7882937,valid
943,1,-3.7235854,valid
944,1,-1.4680533,valid
945,1,-2.7081685,valid
946,1,-3.9365942,valid
947,1,-2.7829003,valid
948,1,-1.4676028,valid
949,1,-2.3128898,valid
950,1,-1.4747874,valid
951,1,-5.800201,valid
952,1,-4.4325147,valid
953,1,-2.0742776,valid
954,1,-0.83784366,valid
955,1,-6.1193094,valid
956,1,-2.5048997,valid
957,1,-0.815544,valid
958,1,0.16151859,valid
959,1,-2.2051187,valid
960,1,-2.9035966,valid
961,1,-3.0145087,valid
962,1,-0.18877846,valid
963,1,-0.6582071,valid
964,1,-2.0937617,valid
965,1,-3.501943,valid
966,1,-6.3685946,valid
967,1,-2.4683826,valid
968,1,-2.81834,valid
969,1,-1.9717594,valid
970,1,-2.1346443,valid
971,1,-3.5246809,valid
972,1,-3.9576206,valid
973,1,-2.3814929,valid
974,1,-2.8208003,valid
975,1,-5.762161,valid
976,1,-4.0806975,valid
977,1,-2.4088385,valid
978,1,-2.1752236,valid
979,1,-1.262407,valid
980,1,-2.7527292,valid
981,1,-3.4298456,valid
982,1,-2.3026588,valid
983,1,1.231612,valid
984,1,-3.0093899,valid
985,1,-0.42685395,valid
986,1,-3.1192815,valid
987,1,-3.0193574,valid
988,1,-0.6905886,valid
989,1,-2.5130317,valid
990,1,-6.9520545,valid
991,1,-3.3287556,valid
992,1,-2.3216107,valid
993,1,-2.472112,valid
994,1,-0.5553258,valid
995,1,-0.4633475,valid
996,1,-2.5874085,valid
997,1,-1.7691915,valid
998,2,-3.2566164,valid
999,2,-2.007403,valid
1000,2,-4.481101,valid
1001,2,-3.3792186,valid
1002,2,-3.920959,valid
1003,2,-4.545686,valid
1004,2,-2.7556145,valid
1005,2,-3.7764473,valid
1006,2,-2.5497854,valid
1007,2,-4.3410234,valid
1008,2,-3.9894357,valid
1009,2,-4.664918,valid
1010,2,-3.552227,valid
1011,2,-4.3026156,valid
1012,2,-1.7656142,valid
1013,2,-4.0449667,valid
1014,2,-3.937552,valid
1015,2,1.2884235,valid
1016,2,-2.953292,valid
